"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9838","verify Overview csv Data","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","5492","Verify tab visibility for Clinical staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","6543","Verify tab visibility for OrgAdmin staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","9763","verify 30 days of data for Glucose","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","6200","verifyLogin","chromium","2026-08-27","passed","2026-08-27","","loginpage.spec.ts","",""
"","1417","@sanity @regression invalid user login JsonData - test@gm.com-","chromium","2026-08-27","passed","2026-08-27","","invalidLogin.spec.ts","",""
"","5982","Verify tab visibility for Nurse staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","9949","verify 90 days of data for Sleep","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","8459","verify 90 days of data for Cardiac","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","7404","verify physician role have Readonly permission","chromium","2026-08-27","passed","2026-08-27","","physicianrolelimitation.spec.ts","",""
"","5417","Verify tab visibility for techAdmin staff role","chromium","2026-08-27","passed","2026-08-27","","allstaffrolelogin.spec.ts","",""
"","8279","verify all tabs present","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","1850","@sanity @regression invalid user login JsonData - invalid@gm.com- test@123","chromium","2026-08-27","passed","2026-08-27","","invalidLogin.spec.ts","",""
"","7526","09 - Verify CSV contains Patient","chromium","2026-08-27","passed","2026-08-27","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","8411","verify 90 days of data for Glucose","chromium","2026-08-27","passed","2026-08-27","","healthpassport.spec.ts","",""
"","6128","verify create/import button disable for physician role","chromium","2026-08-27","passed","2026-08-27","","physicianrolelimitation.spec.ts","",""
