"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7484","07 - Verify Water ml values in Water Intake CSV","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","7377","10 - Verify CSV contains Date","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","8152","verify all tabs present","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","5262","verifyLogin","chromium","2026-08-31","passed","2026-08-31","","loginpage.spec.ts","",""
"","5411","Verify tab visibility for Dietician staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","1455","@sanity @regression invalid user login JsonData - 123@gmail.com- test@123","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","7458","verify 90 days of data for Water Intake","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","9054","verify Tabs availability on Protocol Page","chromium","2026-08-31","passed","2026-08-31","","careProgramtwo.spec.ts","",""
"","8459","verify 90 days of data for Blood Pressure","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","5657","Verify tab visibility for Marketing staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","6638","verify import Program is not visible","chromium","2026-08-31","passed","2026-08-31","","orgadmin.spec.ts","",""
"","43819","verify 30 days health passport report PDF data","chromium","2026-08-31","failed","2026-08-31","","healthpassport.spec.ts","",""
"","8612","verify 90 days of data for Cardiac","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","1396","@sanity @regression invalid user login JsonData - invalid@gm.com- test@123","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","1403","@sanity @regression invalid user login JsonData - test@gm.com-","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
