"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8298","10 - Verify CSV contains Date","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","7409","02 - Verify Water Intake CSV title","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","6764","verify create Program is visible","chromium","2026-08-31","passed","2026-08-31","","orgadmin.spec.ts","",""
"","7511","03 - Verify Water Intake CSV contains records","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","9110","verify Tabs availability on Protocol Page","chromium","2026-08-31","passed","2026-08-31","","careProgramtwo.spec.ts","",""
"","8059","01 - Download Water Intake CSV and verify header","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","6286","verify create/import button disable for physician role","chromium","2026-08-31","passed","2026-08-31","","physicianrolelimitation.spec.ts","",""
"","80153","verify create Program","chromium","2026-08-31","broken","2026-08-31","","careProgramtwo.spec.ts","",""
"","9343","verify 90 days of data for Sleep","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","8112","verify all tabs present","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","5782","verifyLogin","chromium","2026-08-31","passed","2026-08-31","","loginpage.spec.ts","",""
"","6310","Verify tab visibility for OrgAdmin staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","1619","@sanity @regression invalid user login JsonData - 123@gmail.com- test@123","chromium","2026-08-31","passed","2026-08-31","","invalidLogin.spec.ts","",""
"","7522","07 - Verify Water ml values in Water Intake CSV","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
"","8156","verify 90 days of data for Nutrition","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","5808","Verify tab visibility for Clinical staff role","chromium","2026-08-31","passed","2026-08-31","","allstaffrolelogin.spec.ts","",""
"","8183","verify 90 days of data for Water Intake","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","9933","verify Overview csv Data","chromium","2026-08-31","passed","2026-08-31","","healthpassport.spec.ts","",""
"","43689","verify 30 days health passport report PDF data","chromium","2026-08-31","failed","2026-08-31","","healthpassport.spec.ts","",""
"","8571","06 - Verify Date values in Water Intake CSV","chromium","2026-08-31","passed","2026-08-31","Water Intake - 90 Days CSV","waterIntakeHealthPassport.spec.ts","",""
